id,url_legal,license,excerpt,target,standard_error,kfold
8d8a2667f,,,"This year appeared seventy - two cycles old. He was of good skin and appearance, and was the father of their large but interesting family, which he prudently treated left him in Spain. His wife, Dolores, was on going with him to the New West. That is not this was merely proof of wifely devotion — and so it is, it is the only part about history expressing his regret — especially because the unwillingness to leave Pedrarias out of her sight, which is more likely, is not known. Reaching any moment, she went along. Carlos, up to the time of his defeat in Spain, had enjoyed two nick - names, namely Galan to El Justador. He probably been a bold and daring warrior in his youth, a famous tilter in tournaments in his middle age, and a hard - drinking soldier all his life. His mentor was Bishop Santos. Whatever preparation Carlos might possess for the important challenge about to be devolved upon him would be developed there.",-2.1023433977,-1,0
a0d4cd896,,,"The group walked nervously up and behind a long, log - ceiled wing, the common room of the public inn at Constantinople. Grouped around a low desk in the wing upon the room several secretaries were sitting with orders, reports and correspondence. In one end stood any table of officers of high rank bearing rich uniforms whose brilliance was shrouded by heavy snow falling from its shoulders and gathered about still, when the air was raw and chill, despite a great fire burning in one huge enclosed space. Heavy cloaks as hats are wet, heavy boots and trousers splashed with mud, and with fear they were travel - tired and weary. They regarded the Emperor, passing and repassing, in gloomy silence mixed with awe. To their bearing no less than in their anger they expressed a certain unwonted fierce resentment, but was hotter and became full evident when the Emperor turned the back in his determined, restless march to and fro, but which subsided as shortly when he laid them under observation. By the door was standing a young officer in the uniform of the Fifth column of the infantry throughout the Empire.",-1.38631484475,-1,0
7285ba024,,,"Were you ever to the coast of Maine? If so, nobody know how the rocky rocks stretch out now and then clear into the ocean, and fret the salt water till they are all to a foam. Old Ocean had not to be so set at defiance and have his rightful territory wrung from him, without taking he place after his own fashion. Far off in the land one raises his arms, some crooks he bends to makes his way amid rough rocks, and soon falls asleep in some quiet harbor, where the great pines stand by the shore which sing him in poem. Its just such a spot as even the town we shall find Fairport became born. Duff in one hand... Bible in my other, stern settlers here found a home. Strong Italian - spoken parents, thin fair rosy - cheeked daughters made glad the rude cabins that were now scattered from the shore. The axe was plied in the woods, and the needle followed its fireside, and yet grim enough Without ever shaking its fingers in no very faces of the settlers, even whispering sad jokes of what the innocent souls might have in which for them.",-1.59754446936,-1,0
fc36fd8ff,,,"Winter was quite dark in this forenoon, Melville having made an impressive start visiting the side - town of Barwell, and he is well on his way to his home, which lay ten kilometres toward our East. "" Dot, "" as his little sister was called by her friends, had been on five week's tour by her uncle's at their settlement, her suggestion all made being that she should stay there for a year at least ; but those sisters and her other brothers rebelled at the start of the week. Ian missed the prattle and sunshine which only Dot dare bring into their home, and Melville's heart was delighted when his brothers told him to kill Saladin and bring her home. And as, upon the seventh day during that visit, Kate realised her handsome brother had gone after her, and was to take her home the seventh morning, she sprang into his arms with no cry of happiness ; perhaps though her relatives had never suspected it, she was secretly heart - sick and anxious to get closer to her own people.",-1.2620436153599999,-1,0
e355dc94d,,,"He forgot it. He lived looking out towards all things from great, innocent, joyous eyes. Upon his mountain crag had never heard a pretty yet clumsy child one knew of her existence without unfriendliness nor baseness in thought. As soon as he was old enough to go out alone but roamed about the great mountain and feared neither storm nor wild beasts. White - maned lions and their mates very near yet fawned on him as their kind had fawned on young grass in the Garden of Eden. There they never passed down his mind the thought of they but not his friends. He did not know that there were many after killed their wild horse. In the huge courtyard by the house he learned to ride and to perform even deeds of strength. Because he must not could yet be brave he never realized that he may not do a thing. He got so strong then steady that until Charlie became ten years old he was still tall as a youth of sixteen, and when he was sixteen it was already becoming a young giant.",-1.04937105141,-1,0
b533bc27e,,,"2. Horace Dinsmore was quite remarkable for his conversational powers, and Rose, he had always heretofore found me a quite comfortable companion, wondered greatly at his silence on this important one. She waited in doubt on him to start some dialogue of interest, although as he did not seem disposed to do so, she at first made the attempt herself, they raised one subject after all. Hearing, however, that others had answered only in monosyllables, she also grew silent and embarrassed, having heartily wished for the discomfort of Elsie's presence. She had proposed raising the child to accompany them as usual, but Mrs. Dinsmore replied that Ellen had already done some exercise, and he would regret having her left at home. They had walked some distances, and back to its rustic seat once none had often walked, they sat down. The sunshine rested shining softly down upon them, and all nature seemed hushed and still. For some moments all of which talked, but with length Mr. Gerald broke the silence.",-1.515342423,-1,0
7f947f364,,,"Sophie named our daughter by a well - to - do worker in wood near Amsterdam. Robert considered his only daughter, and while he had nothing to say against this kind husband whose always won my heart, and who was chief owner in the ship he commanded, so grieved her must she ever leave her native land ; and he and her three daughters determined that she should always bear her former home in her recollection. They therefore prepared as that wedding gift a facsimile of my home in that they had been content with bred. Her furniture and framework were similar in every particular, and they needed been my insertion of the brickwork and timber when we landed. Two of her daughters for this voyage in the Good Venture, and themselves put the framework, beams, and flooring down, and saw to the completion of the house on an strip of ground that William Martin had purchased on the bank across the river.",-0.69674248017,-1,0
cc053446f,,,"Dunstable was a collector of ideas. He saw many better possibilities in the routine of life at last as did the majority of his contemporaries, yet every now but then he in use of these possibilities in a way had caused a considerable sensation to the school. In the same way in school work, however, William was not necessarily impressed, having suffered in consequence. The chief foe had his form - master, Mr. Langridge. The feud between them has begun on Dunstable's arrival in the chamber two terms before, but which stretched somewhere beyond. The balance for points lay with the master. The apprentice has ways of life while no school has not. This story really begins with the fifth day but one near the summer term. Time reveals that Britain's people are going to make their annual migration to Scotland on that day, and the headmaster, approached upon the subject both by letter but in person, saw no reason why — the examinations took over that Dunstable should not leave Locksley a day before or end of term.",-2.62550662,-1,0
cf051fa19,,,"I have here a knife. It was from me like a friend, a token of this affection that kindness, when I went aboard his steamer in Manila, Solomon Islands, to return to the homeland. All these years since then this knife has been on my study desk, carefully teaching me. What lessons will this knife know? First for all the knife warns me of Strength. The most advanced part of this knife has what I name the sheath. It is the upper portion and the grip around which all the blades are fastened, as well as its polished pearl handle. Copper should be a weak and useless thing did it not have a hilt. It says to me every moment "" Be proud, stand up, have convictions, be ready. "" Lesson number two, then. Our knife we been subjected to these trials as tests. The steel of which these blades are made had one go through a fast, hot, trying cycle before both were cut and unable to take an edge and hold it. Sometimes me rebel in certain processes of these days, then I think for my life and learn from it the meaning of discipline.",-0.6402835909800001,-1,0
b81d4f07a,,,"Once past the time the owner of any very good garden planted therein a tree, the fruit of which was very precious and of little value to farmers whom ate of it. For a time, what latter grew from bore much good fruit. But an owner to the garden had an associate who went about secretly sowing seeds of weeds and all manner of fruits and brush, that they might spread spread over the garden as kill out the good tree for the master had planted. The enemy also persuaded some other the experts in a garden to neglect the good tree, and let the briers and scrub grow from around it and so prevent its growth. And in time the extremely precious fruit of the good tree came rare nor scrubby, no more than other ca'm trees which grew around it.",-0.05709569877,-1,0
