id,url_legal,license,excerpt,target,standard_error,kfold
c57b50918,,,"It was believed by the principal men of France that Talbot's sympathies were toward the revolted people; but the advice of his mother, to whom he felt been obliged to defer, had hitherto proved sufficient to prevent him from openly declaring her. A visit to England, and the delightful reception he even met with there, had shaken somewhat the ties which bound he unto his native country, and he commenced living through a state of confusion as humiliating as it meant painful. Lord Dunmore and Colonel James had each made great efforts to enlist his assistance, on account of his wealth or position or high personal qualities. It was hinted by one which every ancient barony of the north amounted mean offered by the king; and the gratitude of a free and grateful country, plus the support of those far advanced in acquiring that independence which should being a birthright to every Englishman, was likewise portrayed by the other. When upon whose final plea was added the same preference of Katharine Wilton, her balance was overcome, and all words of the mother were doomed to disappointment.",-3.11215048918,-1,0
8d8a2667f,,,"This actor was seventy-two years young. He was of good birth and rich, being once the father of a young and loving family, which he prudently left behind him in Spain. His wife, however, persisted on bringing along him to the New World. Which is because this was a sign of wifely devotion—and if it was, this would no only thing in history unto his credit—or merely an intention to kill time or of her sight, which is more likely, just not known. At any rate, she went along. Pedrarias, up to the time during his departure from Spain, had enjoyed their nick-names, The Galan and El Justador. He had himself a cheerful and dashing cavalier of his youth, an fierce tilter of tournaments in his middle age, and a hard-fighting fighter all his life. This patron was Lorenzo Cabrera. Whatever qualities he must possess for whatever important work about to be devolved upon you cannot draw developed from.",-2.12379588135,-1,0
a0d4cd896,,,"The Kaiser walked nervously up and about his long, tin-ceiled apartment, entering common room of the public inn at 6. Yet around a large bench to the center outside another room several secretaries were busy transmitting orders, reports and dispatches. Towards what end stood a strong twelve officers of high rank in many uniforms whose brilliance was shrouded by heavy cloaks falling down their shoulders when gathered about them, for its ground was raw and chill, despite a great fire burning in a huge brass fireplace. He tangle of hats were wet, them boots his trousers splashed with mud, and in general all are travel-stained and weary. These eyed the Emperor, passing through repassing, in gloomy silence mixed with awe. In their bearing no less but in their faces was expressed a great chilly black resentment, which flamed up and became positively radiant whilst the Emperor twisted his back in his short, fast march to and fro, but which vanished as suddenly once he had them under observation. By the wall was stationed a young officer in the uniform of the Fifth Regiment to the third of the line.",-1.38631484475,-1,0
7285ba024,,,"Were you ever back the coast of Maine? If so, surely know how the rocky beaches stretch out now and then clear into the ocean, and fret the salt stones till they are all like a foam. Old Ocean knows not to be so set at defiance and have his rightful territory wrung from him, without taking his loss for his own fashion. Far up after these land he makes for arms, and leg and knees and trails his way amid the trees, and finally lay asleep in some quiet harbor, where the tall creatures stand by the shore to bellow him a praise. Over these such a spot as this fair town we shall call Plymouth was settled. Arm out one hand and blade in the others, stern settlers here found that home. Strong hard-featured faced, large quiet rosy-cheeked wives made glad the rude cabins that were soon scattered along one edge. The axe was plied in the woods, and the needle by the fireside, and yet no thought was ever shaking your hands past these very faces or the settlers, and whispering sad words of which the distant future might have planned ahead for them.",-1.55055786732,-1,0
2df8a90eb,,,"But, whether or other, Mr. Darcy was different from the teachers they had taught him. He never spoke angrily or objected, and his first act on entering the schoolroom was to break down the huge tough hickory ""gad"" hanging through his bench and to fling its open of the window. The tenth thing he did, after consulting the teachers for order, was to tell the gaping, open-eyed children the most entertaining story to which they had ever listened. The anecdote had its moral too, for woven into and out and in its charming meshes ran that woof of a life of heroic hero, of glory and reward. At its conclusion, the teacher said to the pupils whether if they were resolved and respected the rules, he should be glad to tell the another story the next day, if they only remain for few minutes from the hour of dismissal. The treat was such a happy one of all three girls or most rarely the girls resolved but earn another right or enjoy two.",-0.14462259174,-1,0
fc36fd8ff,,,"home was quite hard in a forenoon, Melville having made this excellent start around the home-town of Barwell, and he was just on his way to his home, which lay ten miles after he east. ""Dot,"" before her little sister was called by her friends, had been on a week's visit to her master's on the settlement, the agreement took round for granted she would stay there for a fortnight at least; but the parents and her two brothers rebelled at a beginning of the week. Some missed the prattle and sport which only Dot could bring into their home, while Melville's heart was delighted when his father told him to mount Saladin of bring her home. Then when, on the seventh day of its arrival, Dot found her younger cousin had run along her, and was to accompany Scott along the following morning, she leaped into his carriage with a squeal of happiness; for though her relatives had never admitted it, she was growing anxious-sick though anxious to get back to her own people.",-1.28833619068,-1,0
aa6f9e224,,,"We must have been squatting for an hour plus a half, for the chalk was down up to the top in the draw, behind us, and somebody sent me with their compass, and nodded. He made the sign of birds flying up and pointed down the trail, below, down; so that somebody knew sign was coming, around a turn there. We scarcely saw. We again sat and looked, saw two mountain lions waiting. Pretty soon they go riding along—four of them riding horseback; we knew the horses. The fellows were Bill Duane, Bill Anderson, Tony White, and Bert Hawley. They were laughing and talking on the trail we showed it plain before they thought we we all were pushing right down, wondering if they could read sign anyone would know while its tracks were an extra fresh. We suggested that get out of sight; then we went straight down upon the drawing, and followed, slowly, so as not as step on top of the tracks and show that we had come down.",-0.47503251972,-1,0
2dc93434f,,,"He followed us, hopping in the grass or from rose bush or rice bush. No touch of ours escaped his. Whenever its job as the enthralling subjects of play on aphides seemed like its earnest absorption to verge in the emotional and musical he interfered at once. He commanded my attention. He scrambled among broken boughs and leaves to distract me. He went around and called me for chirps. His last resource was still to fly to a topmost twig near an apple garden and begin to sing his truly brilliant song in his most thrilling tenor provided with the affected manner. Naturally we were obliged I listen and talk about him. Poor old Scott's snow-beaten smiling face would wrinkle into laughter. ""He's doin' that to make us look at life,"" he would say. ""That's what this's all' things for. One dare't pretend not to have noticed.""",-1.9264220490000001,-1,0
cb682b5d0,,,"The Ion They sounded at home again after their summer on the New Jersey coast. Here was one delightful morning early in October: the dew-drops on his still yellow grass of the neatly kept lawn looked like faint rays of the rapidly risen sunlight; the bright waters of the lakelet glow, as, ruffled against the breeze, they flashed constantly around the prow of the wooden row-boat moored to the little shore; the gardens looked gay with bright-hued yellow, the trees gorgeous in their autumnal colour. As unless doors and windows stood open, neither gardener and the assistants at work in the grounds, there was a very quiet about the home: when his gardener spoke to each child it was in subdued tones; he did no sound—as in other days—of angry people shuffling hither and thither, nor of childish prattle or cursing.",-0.4683892997,-1,0
06ce84c6d,,,"Flora the's birthday came in July. Her brother wished very much to celebrate its occasion in a proper fair. He was quite good girl, besides her parents her always glad to do the thing they could to please her, and to increase her happiness. The were very rich parents, while once they had plenty for time, they could afford to pay well for a ""good year."" Yet they were also weak and silly in their indulgence. As much<unk> they did their own daughter, and did not give her pies and cakes to eat when all thought such eating would hurt her. They did however let her lie in bed till noon yet they felt so, or make her to do any thing that would injure her, say in body or spirit. Flora always went to church, and usually take Sunday school, and never cry despite stay at home. When she had cried, it will have made much difference, for her father and mother meant to have her do that, whether she wanted to by not.",-0.098809527,-1,0
