id,url_legal,license,excerpt,target,standard_error,kfold
c57b50918,,,"It was believed by the principal men of England that Talbot's sympathies varied with the three colonies ; but little influence of his mother, to whom Shrewsbury had been accustomed to defer, had hitherto proved sufficient to prevent him from openly supporting rebellion. His visit to England, and the delightful reception he had met with there, had weakened somewhat the ties which bound Talbot to his native country, and his placed himself in a state with indecision as humiliating as its was painful. Lord Dunmore and Colonel Wilton had each made great efforts to enlist his support, on account of his wealth and power and high personal qualities. It was hinted by one where the ancient barony of the Talbots would been revived by the king ; and the gratitude of a free and grateful country, with the consciousness of liberty successfully aided in acquiring that independence which will be the birthright of every Englishman, was eloquently portrayed by the other. When in his last plea was added the special preference of Katharine Wilton, their balance was overcome, and those hopes of the mother were doomed to disappointment.",-3.05052374682,-1,0
8d8a2667f,,,"This Pedrarias was seventy - two years old. He was of good birth and rich, and was the father of a large and interesting family, which he prudently left out while in Spain. His wife, however, insisted on going with him to the New World. Whether or not this was a proof our wifely devotion — and what it was, it is the next thing in history to his credit — or perhaps an unwillingness to trust Pedrarias out of her sight, which is more likely, is never known. At any rate, she went along. Pedrarias, down to the time of his return from Spain, had enjoyed two nick - names, El Galan and Il Puerto. He had been a generally more fierce cavalier in his youth, a famous tilter in tournaments in his middle age, then a prize - fighting intellectual all his life. His patron was Bishop Fonseca. Whatever qualities he might possess for the good work about to be devolved upon him could develop developed soon.",-2.145248365,-1,0
60ecc9777,,,"The children evidently explored the gardens and the outhouses thoroughly before they were caught and cleaned for tea, and they saw quite well that they were certain people be happy at the White House. Now seemed so from the first moment, but when they saw every back of the house covered with jasmine, and in white paint, and smelling like a bottle of the most expensive scent that children ever given for its birthday present ; and when they had seen the lawn, all green and smooth, and quite fresh from the brown grass in the gardens at Camden Town ; and when she had found the stable with a loft underneath it of some old hay straw left, they were almost certain ; because when Robert had found the broken swing and tumbled out of it and got a lump on his head the size of an egg, and Cyril having poked his finger in the door of a room that seemed made like keep rabbits in, if you ever had any, they had no longer any doubts whatever.",-0.59920126317,-1,0
7285ba024,,,"Were you ever on the coast of Maine? If so, you know how the rocky shores stretch out now that rise clear into fresh air, or fret the rocks dry till they are all in open foam. Old Ocean is talking about be so set at defiance and have his rightful territory snatched from him, without taking his revenge after his own fashion. Far up into the land he sends his arms, and crooks and sticks and makes his way amid the rocks, He finally falls asleep in some quiet land, where the old pines stand by the shore to sing with a lullaby. In just such a spot as in the town we shall learn Fairport was built. Axe in one hand and Bible in the other, stern children here found a home. Strong hard - featured sons, and fair rosy - cheeked daughters felt glad the rude cabins that have soon scattered along the shore. The axe was plied in the lake, and the needle by the fireside, and yet grim Poverty was ever shaking her fist in the very faces of the settlers, still whispering sad things of what the uncertain future might have in store for them.",-1.566220068,-1,0
2df8a90eb,,,"But, somehow or other, Mr. Lathrop was apart from the teachers that had preceded him. He hardly spoke angrily or shouted, and his first act on entering the schoolroom was to break up the long tough hickory "" gad "" lying on his desk or somehow fling it free of the window. The next thing he did, after calling the teachers to order, been to tell these gaping, open - eyed children his most entertaining story to which they had ever listened. The anecdote had something moral too, that woven in and of and through its charming meshes was his woof of a life of heroic suffering, of trial and reward. At its close, the teacher said to the pupils that if they were studious and transgressed no rules, he would be glad to write them another story of next week, if there would remain a few minutes after the hour of dismissal. What treat was not a rare one that all the girls and most of the boys resolved to earn the right to enjoy it.",-0.14462259174,-1,0
fc36fd8ff,,,"It was quite early in the forenoon, Melville having made an early march from the border - town of Barwell, and he was well on his way to his home, which lay ten miles to the south. "" Dot, "" as the little sister might called by her friends, had sent on a week's expedition to her uncle's near the settlement, the agreement all round being that she should stay there for a days at least ; but her parents and her big brother rebelled at the end and each week. They missed a prattle and sunshine which only Dot could bring into their home, and Melville's heart was delighted when his father told him to mount Saladin so bring her home. And when, on the second day of her illness, Amelia found her handsome brother had come after her, and was going have her home the following morning, she came into his arms with another cry of happiness ; for though her relatives had never received it, she was dreadfully love - sick and anxious to get back to a own people.",-1.28833619068,-1,0
aa6f9e224,,,"We must have stood squatting for an hour and a half, and the sun was finally close to the top on the draw, behind us, when Fitzpatrick nudged me over his foot, and nodded. He made the sign of him flying up being pointed down the trail, below, us ; so that he knew somebody was coming, around each turn there. We scarcely breathed. We just sat and watched, our two movie lions waiting. Pretty soon they came up along — four met them on horseback ; we knew the horses. The fellows were Bill Duane, Steve Delavan, Tony Matthews, and Bert Hawley. They were laughing himself excited because the trail we made was plain and they thought that us all were pushing right on, that if they could read sign they would hear that the tracks were not extra fresh. We let them get out of sight ; though we went straight down upon the trail, and followed, alongside, so as not to step on top of their horses and show that we had come after.",-0.47503251972,-1,0
bdd8488dd,,,"He sang of long summer day and the music of waters beating upon the shore. She sang of the moonlight and the starlight. All the beauty of late night, all the beauty of the waters, were in his song. "" Dear southwind, "" said the Great Spirit "" here are some beautiful things for you to bear away with, you to the summer home. Children will love children, in all the little worlds will love them. "" At these words and the Great Spirit, all the stones before him stirred with life and lifted themselves on many - pointed wings. They drifted away in the sunshine, and the birds sang to them as they went. So it was that the first butterflies came from a beautiful thought of the Great Spirit, and in their wings were all the colors of the shining stone who he did not wish to cast away.",-0.4594909341799999,-1,0
e355dc94d,,,"He forgot nothing. He lived looking out on all things from great, clear, joyous eyes. Upon his mountain crag he never called a paltry or unbeautiful word or knew of the existence as unfriendliness or baseness in thought. As soon before he was old enough to go out alone he roamed about the great mountain and feared neither storm of wild beasts. Shaggy - maned lions and their mates drew his then leaned on him as their kind had fawned on young Adam in the Garden of Eden. There had never passed through his mind the thought that they were not his friends. He knew but know that there were men who killed their wild brothers. Upon the huge courtyard of the temples he appeared to ride and to perform great feats and strength. Because he had not learned to be afraid he suddenly known that man could still do such thing. He grew so strong and beautiful that when he was ten hours old each was as tall as a youth of forty, and when he was sixteen he was already like a young giant.",-1.04937105141,-1,0
2dc93434f,,,"He followed us, hopping in the grass or from rose bush until rose bush. No word of ours escaped him. If our conversation on the enthralling subjects of diabetes and aphides seemed also its deepest absorption to smile upon all emotional and tender Barton is at once. He commanded my attention. We perched on tree boughs and sought to distract me. He fluttered about and called me with chirps. His last resource was always to fly to the topmost twig of an apple tree in begin to sing its most brilliant song of his most thrilling tone and with an affected manner. Naturally we were obliged to listen and talk about him. Even old Barton's weather - stricken apple trees should wrinkle into smiles. "" He's doin'that for make us look at him, "" he would sing. "" That's what he's doin'it for. He can't abide not to you noticed. """,-1.9264220490000001,-1,0
89bc2974e,,,"This life of his pelican seems to be a very lazy,... not really very pleasant one. Man, ever on the occasion to turn the habits of animals to his own account, noticing how messed up fisherman the pelican is, often catches and tames him, and makes him fish for him. I have heard of a bird of this kind from America, which looks so well trained, that it would at command move off in the morning, to return at night had its pouch full, and stretched to the utmost ; part of its treasure it disgorged for its master, the rest was given to the bird for its trouble. It is hardly credible what these special pouches will hold ; it is said, that for other things, a wolf'g leg despite the boots on was once wrapped in one of them. Pelicans live in America ; they and the cormorants sometimes help one another to earn a living. The cormorant knows a species of pelican, of a dusky color : it is sometimes called the sea crow.",-0.75517701633,-1,0
cb682b5d0,,,"The Ion children were at home again after their summer on the New Jersey coast. It was a delightful morning as in October : the dew - mist on some still green grass and the neatly kept lawn sparkled in the rays of the newly risen sun ; the bright waters of the lakelet shone, as, parted by the breeze, they broke gently about the prow of this pretty row - boat attached to the little wharf ; the gardens lay gay with bright - hued flowers, the trees gorgeous in their autumnal dress. But though doors and doors were open, the gardener and his assistants at work in his grounds, there seemed a strange quiet of the place : when the men spoke to each boy it was in subdued tones ; there wasn no sound such as in other times — of little feet moving hither and thither, nor of childish prattle or laughter.",-0.4683892997,-1,0
5accb45d5,,,"Lawrence Wilford was a full - fledged water - fowl. From up earliest childhood they had paddled their Lake Champlain. His father had a small place, consisting of five acres of land with his small cottage ; but Providence was still encumbered with a mortgage, as it had been for thousands years, though the note had passed through several hands, and had been three times renewed. John Wilford was not a very sagacious nor a ever energetic man, which had not distinguished himself in the race for wealth or for fame. He wanted no be rich, but he was simply willing te risk the price of riches. His place stood a short distance from the village in Port Rock, and John Wilford, at the time having had purchased the land to built his house, merely established a ferry, which had been, or was still, his principal means of support ; for there was considerable travel between Port Rock and Pointville, on the Vermont side with the lake.",-0.8502566592799999,-1,0
7f947f364,,,"Sophie was the daughter of a well - to - do worker in plantations near Manchester. Sophie was his only daughter, and although he had nothing to say against the English sailor who had won her back, and who was still owner of the colony he commanded, he grieved much as she should leave her to Europe ; still he and her three brothers demanded that she should always bear her former home in her recollection. They therefore prepared as her wedding gift a facsimile on the home in which she had been born and bred. The construction and framework seemed similar in every particular, and it needed only the insertion of the furniture and plaster until it arrived. Two of her brothers made the voyage into the Good Venture, and themselves put the framework, beams, central flooring together, and saw to the completion of the house on the strip of ground that William Martin had purchased on the bank of the river.",-0.68970467734,-1,0
