id,url_legal,license,excerpt,target,standard_error,kfold
c57b50918,,,"It was believed by the principal men of Virginia the Talbot's sympathies were with certain revolted colonies; whilst the influence against his mother, to whom he had born accustomed as duty, had hitherto proved sufficient to prevent him from openly declaring himself. Their expedition to England, and the delightful reception he had been with there, had weakened greatly the ties which bound him with the native country, and he found simply maintaining his state of indecision though humiliating as it was embarrassing. Lord Dunmore and Colonel Wilton all each made great efforts to enlist his support, making account of his wealth and success and her personal qualities. It was hinted by one that no ruling barony of the Talbots could have reunited under the king; and the gratitude of a free and grateful country, with some consciousness with having her in her acquiring that independence which should be of birthright to every Englishman, was eloquently communicated by the other. When for the third piece was added the strong preference of Katharine Wilton, that balance was overcome, and other supporters of the mother were doomed to disappointment.",-2.98889700446,-1,0
a0d4cd896,,,"The Emperor stepped nervously up and down this square, low-ceiled hall, the spacious room of the public inn at Nogent. Outside in a long section upon half center of central hallway several secretaries were busy with cards, reports and dispatches. At counter position stood a group ten officers of high rank in rich armor whose brilliance was shrouded by heavy cloaks falling on their shoulders they gathered about them, for the feeling was raw and chill, but a great fire burning in a huge gas fireplace. Their coats beneath hats were torn, white boots on trousers splashed with mud, and in general had turned travel-stained and weary. He eyed the Emperor, angry and repassing, in gloomy silence mixed with awe. In their bearing somewhat less than in their faces was apparent that certain unwonted fierce resentment, which flamed up as remained publicly evident when their Emperor turned his back in one short, restless march to his fro, but finally subsided as suddenly before he had them<unk> observation. By the door was stationed a young officer in the uniform form the Fifth Regiment of the last of the line.",-1.3723116645,-1,0
60ecc9777,,,"The children had explored adjoining gardens and the house thoroughly before they were finished and cleaned for them, and they saw quite well that they were certain to be happy at the White House. They thought so from the starting moment, but as Anna walked the back the her house covered with jasmine, dressed in white flower, and fresh from a bottle of the most expensive scent that is ever inspired by a wrapped present; and when they had seen the lawn, all tidy and smooth, still looked distinct from their brown lawn in the summer at Greek Town; and when they had found the stable with a loft over it of some old hay still left, they knew almost certain; and when Robert had found that broken swing and crawled back under it and got this lump in his head the same to an elephant, and Cyril had nipped another foot in the sand beside a hutch that seemed made to keep rabbits in, if you ever had any, they had no longer any doubts whatever.",-0.60537859578,-1,0
7285ba024,,,"Were you ever on another coast of Maine? If so, you understand how the rocky shores slide out now and then back into the ocean, and fret the salt waves below they are all in dried foam. Old Ocean is waiting to be again set at defiance and have his rightful territory stripped from him, without taking his place after his own fashion. Far up into dry land he raises his arms, and flags and cheers and his little way amid the rushes, and finally is asleep in some quiet harbor, where the tall pines stand by the shore to write him a tribute.
In town on a spot as this the settlements we shall call Fairport got built. Close is the hand and Bible to the other, hungry settlers here found a place. Strong hard-featured sons, loving stout blue-cheeked wives made glad the rude cabins that were not scattered along the roads. The axe was plied in the woods, and the needle by the fireside, and the Mount Poverty seemed ever shaking her fist in the very back of all settlers, voices whispering sad dreams of what the uncertain future might have in out for men.",-1.53489566664,-1,0
2df8a90eb,,,"But, somehow among other, Mr. Lathrop is different from the teachers that often preceded him. He never spoke angrily or shouted, and his first act on entering the schoolroom seemed to break up three long and hickory weeds"" stacked on their desk and to shoot one out of the window. The next things he did, in calling another team to order, was to tell the gaping, open-eyed children the most delightful explanation to which they had ever listened. The anecdote had its moral too, for embedded in and out right through its charming dialogue was the woof of a life of heroic suffering, of trial of reward.
At its conclusion, the teacher said to the team that if they more studious children understood the rules, it would be glad to do them another story the next night, if these would remain a few minutes after one hour of class. The script was always one marvelous one because all three girls but most even the boys resolved to claim the right to enjoy it.",-0.14316175747999998,-1,0
fc36fd8ff,,,"It sat quite early in the fall, Melville having made an early flight from her border-town called Barwell, and he was immediately on his way to his home, which lay ten miles to he west. ""Dot,"" remembering his little sister so called by her friends, had been on a week's return to her family upon the settlement, the agreement one round agreeing as she may stay there for a fortnight at least; but her parents and her aged grandmother rebelled at the end of the week. Thing missed the prattle of sunshine which only you could bring into their minds, but Melville's head was delighted when his father told him to mount home and scoop her up.
And when, on the seventh day of our journey, Dot found her paternal aunt had slept with her, and was to take her home the following morning, she leaped into his hands with a hint of happiness; for while the relatives had never appreciated it, she was indeed home-sick and ready to get back to her own land.",-1.30148247834,-1,0
aa6f9e224,,,"We must have done climbing for an hour and a half, so he sun was down close across the top of mountain pass, behind us, when Steve vetted us with his shoulder, then nodded. He saw the movements of birds flying up and pointed down the trail, below, us; indicating that I sensed somebody kept coming, around a turn there. We scarcely cared. We just watched and watched, the hungry mountain lions waiting.
Pretty well they came flying along—four of them on wheels; anyone knew the horses. The fellows were Bill Duane, Mike Smith, Stuart Matthews, and Bert Hawley. They were laughing and talking because the trail we made was uphill and likely thought that us all were pushing right on, because if they could read sign they would know that his tracks were not entirely fresh.
We let them get part of sight; then we went slow down upon our trail, and followed, alongside, so as less to step on evidence of their tracks and show that things would come through.",-0.47023421144,-1,0
918a52c5a,,,"The children wondered that nothing more than such words added to their share, and being somewhat relieved that his next question referred towards Bob, and not to this dog.
""You say he ain't come home?"" said Coomber.
""I<unk> seen that before he went with you to Fellness. Ain't you all come from there?"" said his wife, timidly.
""Of course I have, but Bob ought<unk> n been back an week or so ago, for I<unk> something to do in the village. Come get the boat, and I'll give them all about it,"" he added, in a single severe case; for no loss of my child Bob kindly rescued increased even a little, and he led each way out of this far-shed.
The storm hath abated now, and the boat<unk> one rocked them battered, so that the children waded back through some water without fear, while their daddy talked of the little girl he had raised with Dame<unk> at Fellness.",-0.9045168794499999,-1,0
bdd8488dd,,,"He sang these long summer days or of beauty of waters beating in every shore. He whispered of daytime moonlight or the starlight. All the sounds of the day, all the troubles before the morning, were in his song.
""Dear southwind,"" said the Great Man ""here are some beautiful ones for you to hide away away, here to your summer home. You will love them, know all the school children will love them."" At these words of the Great Spirit, all the stones before standing stirred with life and lifted themselves on various-colored poles. They fluttered round in the water, and the wind added to them as they went.
So it was that they first butterflies sang from a beautiful thought of the Great Spirit, and across their wings laid all the colors of all shining sea and he did not wish to hide away.",-0.46896497405999993,-1,0
e355dc94d,,,"He forgot nothing. Man lived looking out on most things from great, clear, piercing eyes. Upon his mountain crag he never heard a paltry or idle breath he knew of the usual per unfriendliness or strife in thought. Oh soon as he became old enough to go out alone he dreamed about the great mountain and feared neither storm nor wild beasts. Shaggy-maned girls and their mates drew near having fawned on him as their kind had fawned on young Adam in their Garden of Eden. There had never broken through mortal thoughts the thought that they could not being friends.
He did not know that there were men often killed little mountain brothers. In the royal courtyard of the castle He learned hand ride and to perform great feats of fencing. While he had not learned how be king Ivan never worried that he might not do a mountain. He grew so strong and beautiful that when life stopped five decades old he was as large as a youth of sixteen, for until Adam became sixteen he was already like a young giant.",-1.03877134382,-1,0
