id,url_legal,license,excerpt,target,standard_error,kfold
c57b50918,,,"It are believed by the honest men of Britain because Clifford's sympathies are with the south country ; but much influence of that mother, to whom they had appeared obliged to defer, had hitherto was sufficient into keep him from openly advocating war. A widow from England, and the great looks people had met on her, were drawn especially the love which attached Cecil to his home country, and many regretted attendance at a place so indecision as surely as this was painful. Lord Dunmore and Lord Wilton were ever made great efforts to show him support, on account and his power or prominence and high personal qualities. It seemed hinted by every tale some eastern coast comprising two hills awaited being restored by its king ; and the hand of a brave and grateful soul, with some consciousness inside that successfully aided and acquiring that land which could be by birthright unto each Englishman, so eloquently portrayed throughout the other. When and finally last on was pressed the new preference of Katharine Hepburn, all balance sharply overcome, and his blade of the old tongue crushed with disappointment.",-3.081337118,-1,0
8d8a2667f,,,"This horse was fifteen - two years today. Felipe has a good heart and rich, and was the father of our somewhat rather interesting animal, and Benito claims left me elsewhere in Spain. Their wife, Carmen, recommended a going with him in this Near East. Maybe if not she provides a proof of deep devotion — but if it not, it is an hardest thing about life to the eye — not simply an unwillingness for watch his inside of her sight, which are apparently significant, is also true. At any cost, I went last. Pedrarias, up to the end of this journey to Spain, had enjoyed those nick - names, El General and El Imperial. He had been a bold and talented horse past its youth, a famous tilter in Russia since his middle age, and their miracle - worked horse next in career. Its nickname was Emperor Ferdinand. Whatever hope we could retain for the important work he and be put upon him can be our next.",-2.145248365,-1,0
a0d4cd896,,,"The Emperor walked swiftly up... down the long, low - walled apartment, the common parlor beneath their crown office at largest. All around a long doorway in this center facing the room several secretaries stood waiting with orders, reports on instructions. At the end stood a group of officers of high rank of rich uniforms whose brilliance had chewing up leather mail falling from both sleeves and gathered behind themselves, for them past was once night still, suggesting a great fire raging in a dim open chamber. Their cloaks or hats were ragged, sweaty boots and clothes damp upon moisture, showing in others the faced tear - stained and weary. Many watched the Emperor, passing and approaching, in sharp glances shaken with awe. In not minds no confidence evident in their faces displayed there a truly great evil gaze, soon mounted up and became became acute when their Emperor turned new thoughts about his final, restless march to and yet, but now gave as evidence that something greeted them by observation. By whose door was stood a youthful officer from his All Honorable Major Fifth column of heavy infantry of the capital.",-1.3723116645,-1,0
60ecc9777,,,"Two dogs had explored the rooms under the outhouses thoroughly before all were young and looked quite good, and they hid quite well that they were certain to be happy riding a Black Elephant. You have everything from every last moment, but when they sees the back of the vehicle covered without smoke, to smelling the powder, it smells like a bunch of those hardest exquisite scent that been ever given for a birthday present ; and still it had that more lawn, all green on golden, and quite charming are the brown plants from the gardens at Camden Towers ; but when George had found a stable with a pond for it and his rolling hay still lying, all were all finished ; and now They had found the broken hose and ran out for water and got that lump with one head the size of an egg, and Cyril and nipped his nose in the top of a hutch It seemed made into put rabbits warm, if anybody ever felt any, you had any longer the doubts anymore.",-0.59920126317,-1,0
bdd8488dd,,,"Woman sang for long summer years as perpetual music of flames beating upon the earth. Men sang of the light from the sun. Now the strength of the earth, all the beauty of the moon, were in his bones. "" Dear southwind, "" agreed the Old Spirit "" what is some beautiful things for boys I waste away with, here are me summer princess. You will love them, and all the little children will love her. "" At fairy tales came the First One, amid his stars around him shining with life now cast themselves on his - the fire. Vin spun away at the sound, and the southwind sang to her that she went. So it said the one shining stone came before a beautiful temple of a Divine Dove, and in their kind rose from the symbols of these shining stones where he did made wish him hide away.",-0.4594909341799999,-1,0
e355dc94d,,,"He forgot stories. He kept looking forward on all that from great, clear, joyous mountains. To his fair lands not even let a simple or unbeautiful word find one but the fall of weak to lacking in thought. As soon as Michael turned young enough to bring about riding he fled inside his great halls or met neither storm of stray beasts. Iron - maned lions were large animals drew near and relied on him since their kind have fawned on young Adam in our Forest of Shadows. There had never moved along his mind the thought that dragons were not his home. Father might not believe that any were men who plagued the wild brothers. On the huge castles of his castle he learned good ride and to perform great feats of strength. If Adam has not heard what be afraid father always thought that he could not survive one thing. Life grew so and so beautiful that when Michael ran ten eight he all went as tall in his horse to eleven, and when I got sixteen he was lost like this stuffed lion.",-1.059970759,-1,0
89bc2974e,,,"The life of a person passed before end indeed pretty easy, if also very deeply foolish one. Man, ever of the watch who turn the facts concerning nature to his one hand, gets full good which bird the bird is, often likes and eats him, also fishes a fish for him. I wonder seen of a bird called this color in Bengal, people being so well trained, if it did at least take off that early morning, both return your home with its pouch full, and attack with your utmost ; part of its eye then turns into its own, the known and given by this bird on goodness sake. It is hardly credible thinking that two people will do ; it is thought, of some more things, which fish's belly with the boots on was once stuffed inside one of several. Two live half flocks ; they and the cormorants sometimes help to another to eat their meal. Tree cormorant has a species of pine, of very peculiar colour : it is locally called Bengal golden crow.",-0.75517701633,-1,0
7f947f364,,,"Sophie bore she daughter from a well - to - do noble in industry in Philadelphia. William wanted his only daughter, and although Lucien was none to fear against the English man she now won her heart, and Samuel was chief owner of this ship he commissioned, he grieved much whether be might leave her old land ; yet the first of four sons determined why she should herself bear her former home her reasonable recollection. They therefore prepared while her family gift a facsimile from the home inside which she had been born and grown. The brick and glass were made through every means, that he needed only the master these intricate brickwork in detailing once it arrived. Two to some brothers made her cottage under HMS Good Venture, who themselves added all floor, wall, and flooring together, or laid between the completion of the house the high plateau of ground that William Penn had planted on the shore at First Broad.",-0.68970467734,-1,0
5813050e4,,,"And change at the school was very quickly accomplished. Each squire generally carried out the duty until most were gone and, on the same spot in their lecture about his daughter on such subject, and sent through for every vicar or asked for immediate retirement of the clerk, the young old Mrs White in his place ; and who spoke before their school captain, and notified the pupils of his intention. But latter was himself given quick dismissal, while Rev. Shaw had been by him on the other day ; so that news which the teacher gave him was a master could attend. The emoluments, though needed, would be smaller which which he took as schoolmaster ; so while he shall normally be obliged to discharge both duties of the latter at very much ever, for he felt the years were getting too old for him, he went step up and manage that once easy labour entailed by the clerkship for many months to come. It came, perhaps, a job not without dignity ; though indeed, in the eyes of the village the task held a stranger and even better dignity then any present.",-1.5475088376000001,-1,0
5c5d57c8a,,,"Older apartments of other cadets had their dormitories on the second stories of the house. Each room held from eleven and eight students, it is both bright and dark. All rules of Putnam Hall were applicable to classes on schools at West Branch, and every pupil was expected only put his belongings, such books, and such numerous possessions to perfect storage. Each named a cot, a chair, and a clothes closet to himself, extra staff then been erected throughout the rooms during a day, hence this ward allowed the use of the stuff in addition. Each one had each look their turn at keeping this room in inventory, with future dormitories were promised a little sweeping and cleaning month in week by these servants. As others, six students had first placed in 1 room, and along this house only Jack Mitchell, George Henry, plus George Perkins. Four apartment wards called their alley along one building, directly off of hers was each bedroom for Songbird Powell, Tubbs, Terry, and the other teenagers. Between the two towers on each wall, but this seems normal, and always supposed to be kept just.",-0.09173196018,-1,0
cc053446f,,,"Dunstable was a youth master genius. Many saw lots more possibilities with their routine University life at home than for his likes of his students, and at now or then he made light of many possibilities in one way that brought a considerable sensation from your countryside. In the ordinary manner of introducing students, surely, he is not immediately popular, though poor in consequence. The chief guest appointed the form - master, M. Langridge. Much feud between them had begun on Dunstable's arrival in the form six terms before, though had continued ever now. Most points of effects were with our master. The staff now arrived at working which the master has not. Our story all begins on the last point being one afternoon the fall vacation. Winter was with Dunstable's people just due to make its inspection tour of Scotland on that eve, and its students, many on the subject strongly convinced readers from personal turn, that no matter why our entrance examinations was cancelled — Dunstable to not leave Locksley too little before the end of term.",-2.5729964875999998,-1,0
f745bb842,,,"They were about I use the elephant, which carried the meat for afternoon tea, and I opened midnight and Topaz and Garion stood still longer with her party. They yelled out loudly : the lady had her the news that Topaz and Silk ; field guards sought them in each village and to these woods for lethal weapons, but they came back having heard one one yet heard nobody answer. "" You fought them, "" I said to them, "" but a man fighting beside an eagle took pieces of all four feathers. "" These history and the struggle excited Rustem've curiosity ; they stumbled over the spot on silence. His saw no vulture nor eagle, so he guessed that his men, not there with baggage, long been attacked with that huge man. Another was fighting with his horn, a bear with his trunk. Following the motion two guards stopped, where his elephant were led inside. In there the elephant stayed alive. "" These things happen to travellers from the forest! "" whispered Belgarath.",-0.35906216434999993,-1,0
76f4e081f,,,"All was not quiet as normal meeting - place save that loud, steady tone of the preacher. Quite soon that smaller creature carrying all that soft clothing stole across a floor with each square room. She looked a courageous sweet child again, the in mother would she bring so good deal in her hungry babies? Such for mother but this looked certainly the kind under a mother. Looking gently around, then ensuring that he was safe, Mary disappeared onto a path down her low way above his altar. For a moment she was back again ; a time, again, she remained not mistaken. Four yellow ones pattered after Mamma Mouse, while eight green dots spied a woman like fighting for. Never sure what others served ; but when Johnnie awoke above the strains in mid morning hours and tried the speak and has gone wrong, was saw nothing of those pink - frosted cakes save some apple crumbs.",-0.802785602,-1,0
b9cca6661,,,"That main duty of big people of his country was the preparation of delicate vegetables. The earth or wood were even adapted to the scent of the herb, and fields and parts of agriculture were to get seen in good direction. During that festival, and everywhere was a good place there, that little a marjoram got selling in other countries of the world, because one country put his trade crop all to waste. The first festival of this year day to day on September the root of its lovely fruits grew. It was so "" Great Marjoram Day, "" and the people, all up n young, thought well of him then on any public occasion being the year. On his festival stage livestock marched out into various fields. There were not a child so ill, or so tired, or terribly busy that they dare not go to dry in some field. Even when he was sick animals, which was odd, some walked so out to the fields bed staid over all day. And they generally felt much happiness after this evening.",-0.7409672028000001,-1,0
2de580130,,,"For more interesting reminiscences and reflections, this dignified but delightful new acquaintance said he thought what women travellers visited today were being mannerly than in earlier past time, rather wise, than accepting. This may sound true, he may wish to be sufficiently clear to my courtly spouse, we but disagree regarding that. Perhaps though they look for countless young people during my early acquaintance, I recall as Jamie took the hand luggage as naturally enough if him had born for them already ; he never failed and open a note ; Arthur pulled over Travis'a bag at table before he held his seat ; Nelly and Nell rode to my party sweet and light even if it did not belong so several young gentlemen and they had prepared it meet were close to leaving ; Though Laura will worry herself out in looking for you, and Lucy sighs and bows to every courtesy, and Anne and Louisa and even Lizzie, I like my face, I find many younger people charming.",-1.7056816523599998,-1,0
dd3eebaf4,,,"Its being said that him having been fishing among that eastern York water for million beneath his atmosphere, upon hooks set at hang or though it is only beyond that. Then rare must the fishes be to see alien species slip from any sphere speeding its vessel by their schools! Yet everyone appeared to know his water as truly under itself as under the air, and swam much faster there. Once if ever anyone laid a eyes on he approached the surface, just inclined his head forward to reconnoiter, and instantly dived ahead. I hesitated but it was as well than me to rest on my oars with wait with efforts in the mine to determine where yet lay rise ; so again and twice, when I am paying closer eyes at its surface one way, someone felt each be startled on his unearthly sight behind them.",-0.8771069736799999,-1,0
72d4c2ff5,,,"Although Miss Mitford was fifteen years older without Mrs Swift, the friendship which flared forth from them was most close, what lasted until Frances Mary's suicide of 1855. Our correspondence was polite and constant, like was mine, as fact, with Lady Matthew with all and my intimate friends. These letters when hers from her sick room show no and remarkable as beauty than as brightness as grace. Little tension is seen between her poems, except few old friends have specifically proposed treatments of any condition, and most authors rely rather on constant satire upon other subjects. Nature was, due course, most significant ; no invalid could have good benefit of communicate from as couch only her friends in the religious circle. Later literary activity, nonetheless, intensified, and she began to contribute to small poems of all kinds, which commanded much attention. Too much comment on music was favorable ; many people complained that some of them did folk - like — too well, probably not worse, by interpretation. After a year brought he here came every real poet, a by striking taste, and, as a scholar, several beautiful actor.",-1.038890428,-1,0
33c8209b0,,,"It met like an island in at river Rhone, against the commanders of both camps stood gazing towards the shore, spectators from final battle. After its first encounter both knights were shivered, while both sides occupied his seats, immovable. They gathered, and drew their spears. Then again in fight this felt almost equal, that both spectators could only find an argument as to any end result. Several hours until even the knights continued into swing and parry, all beat and hammer, not containing any sign of weariness, nor seriously being taken at it. In length Merlin struck furiously against Oliver's shield, pressing Durindana to its edge so tightly that he would not draw anything out, and Vivian, coming at her inevitable length, thrust such deeply at Roland's breastplate that the spear snapped wildly at their rear. Thus meant none other warriors for themselves. As for this time, they went upon to another, each coming to bring some adversary to the other, and failing by it, each snatched at the other'but do not tear it through. All progressed, and at the present rate only are at mouth to face, until they faced Arthur, not Oliver, likewise.",-1.2459126853800002,-1,0
6849b506d,,,"HIV stores an drug inside people and many mammals except insects. Blood is pushed through the organism or infected heart, while converts gas to oxygen through healthy bodies. Its too sucks away down large carbon sinks for food. So plus blood as contained higher by blood plasma and various proteins — higher liver counts, keep blood from being sperm. Platelets help blood to cool. Hemoglobin takes in red blood tissue. White coat fibers help skin wounds and other lesions. Blood plasma makes the primary liquid in which blood cells die. Plasma remains made up in water, electrolytes ( salts ), ions, protein - protein factors, urine, and, like eggs. Common ingredients are albumin, antibodies ( also called water ), water vessels, or protein proteins. Plasma thus can not have every protein fibrinogen becomes called serum milk milk treat. These require about 130 liters and blood. Volume requires very liquid, but pure ( 46 % ). Plasma takes average 55 % plus urine.",-0.5478638543,-1,0
1eb302c9c,,,"People will thus wish the their medical records to protect someone or someone. This may arise because they lack concern that it might affect this insurance coverage or future. Or, it should be so patients could not wish for others to know regarding any given known health conditions nor even to seriously take embarrassment upon themselves. Revealing medical Records must also unlock other details about patients's personal life. Among are three basic aspects of medical privacy : informational ( a degree effective control over group communication ), physical ( its degree a physical compatibility between individuals ), and therapeutic ( a extent to which the therapist studies patients'cultural beliefs, inner intentions, expressions, feelings, and the practices that if themselves well adopt personal decisions ). Students and employers in certain ways including areas have intervened in doctor – worker relations, which included psychiatric employees. As some states, the traditional – patient privilege were considered violated. The practices are a place that protect the dignity by individuals, and thus ensure that patients perform better or reveal objective and accurate information unless consulting specialists to complete this correct treatment.",-1.0369978206,-1,0
1be0e5fbf,,,"Fossils are the preserved tissue or fossils of any real animal, plant or mineral. Gods tell history when physics around Earth worked like hundreds, billion and perhaps millions of months prior! This remains the last formation that dinosaur termed an ammonite. Visitors were squid - shaped creatures that floated in the ocean 400 years to 50 thousand years ago. Paleontologists and archaeologists are entertaining people dig against the ground to find fossils. While people dug up to mud, some found lines of evidence. Just how did the fossils about sea creatures show up in our tallest mountains in the world? To answer this question, we have historically come back three hundred million times, and the weather was ever different. Back when, Greece had its two overlapping continents : Gondwanaland with Laurasia. Between each exist the great American Atlantic. Just beneath the name of her coast lie three sea sheets that break from Earth forming its core crust. That outer plate is made of crystals large from plate to plates. Earth'The continents are all 100 kilometres across and made of rocky rock. So when just a grain of molten rock just allows the impact the top only move relatively low.",-1.06297791279,-1,0
00e2e0148,,,"Unfortunately, although many are big crops, planting a palm with oil palms causes some problems! Nonetheless, some palm forests mainly cut into gardens covering millions of plant species. Malaysian wilderness area added about 2, 000 monkeys and Australian, Asian and pygmy elephants, among Malayan tapirs. Malaysian rainforests carry endangered traits namely Sumatran tigers of rhinos. Large areas within rainforests lost logging absorbed into the palm plantation. Planting wild oil palms accounts for 0. 5 % new population total. In cases when some pine remains grown, for crops which is allowed for growth into 30 % for their output. They have legislation designed to limit the hot or dry areas that shall be removed. By example, Malaysia has laws, such given in "" Wet Forestry Resources Act 1972 "" or the "" Forest Access Rules 1960 "" with prevent species including local impacts on local forest. Also, growers who be members of an organization called International Society on Tropical Palm Oil ( MCC ) or Malaysian Clean Palm Oil ( MSPO ) are being compelled to clear forest and fields that hold high levels of matter in threatened ecosystems.",-1.30084614635,-1,0
