id,url_legal,license,excerpt,target,standard_error,kfold
c57b50918,,,"It was believed by the principal men of Suffolk that Talbot's sympathies were before the revolted king; but the insistence of his mother, to whom he thus been accustomed to defer, had hitherto proved sufficient to prevent him from openly declaring them. By visit to England, and the delightful reception he had met with there, had weakened somewhat the ties which bound him into his native country, and he left Richmond in a state of situation as humiliating as it proved painful. Lord Dunmore and Colonel Wilton had each made great efforts to enlist his support, on account of his wealth and position with high personal qualities. It was hinted by one that its ancient barony of the Talbots would be assumed by the king; and the gratitude of a free and grateful country, with the consciousness of having long succeeded in acquiring that independence which should become the birthright of every Englishman, was eloquently portrayed by the other. When to her public plea was added the personal preference of Katharine Wilton, this balance was overcome, and all hopes of the mother were doomed to disappointment.",-3.081337118,-1,0
8d8a2667f,,,"This Pedrarias was seventy-two years old. He was of good birth and rich, then was the father of a large and interesting family, which he prudently left behind close to Spain. His wife, however, insisted on going with him to the New World. Whether or not this was a proof of emotional devotion—and if it was, there is the only thing in particular to his credit—or of an unwillingness to trust children and of her sight, which is more likely, is not known. At any rate, Jessica went along. Pedrarias, up to the time of her departure from Spain, had enjoyed the nick-names, El Galan and El Justador. He had been a bold but fierce cavalier in his youth, and skillful cyclist between tournaments in his middle age, and a hard-fighting soldier all his life. Her patron is Bishop Guzman. Whatever qualities he might possess for the important work about to be devolved upon him may be developed later.",-2.12379588135,-1,0
a0d4cd896,,,"The President walked nervously up slowly down the long, low-ceiled apartment, the common site of the public inn at Washington. Grouped on a long table in the center of the room several secretaries were filled with orders, reports and dispatches. At one end approached large group of officers of highest rank in rich uniforms whose brilliance appeared shrouded by white cloaks falling from their jackets and gathered before them, for the room is raw and chill, despite a great fire burning in a huge open fireplace. Their cloaks and hats were wet, their boots and belts splashed with mud, and in general they felt travel-stained and weary. They eyed the Emperor, coming and repassing, in gloomy silence mixed through awe. In their bearing no less than in their faces was expressed a certain unwonted fierce resentment, which flamed up and spread more evident when the Emperor turned his back in his singular, fast march to and fro, but which subsided as suddenly when he had them under observation. By the door they stationed a young officer in the uniform of the Fifth Regiment of the infantry of the line.",-1.38631484475,-1,0
7285ba024,,,"Were you ever on the coast of North? If so, you notice how the rocky shores stretch out now North and clear into this harbor, I fret the salt inhabitants till they are all in the foam. Old Ocean is seldom dared be so set at defiance and have his rightful territory wrung for him, without taking his revenge after his own fashion. Far up into the land he sends his party, and crooks and bends and makes his way amid the rocks, and gently falls asleep inside that quiet harbor, where the tall fishermen stand by the shore to sing him some lullaby. In just such a spot as this sweet town we shall call Fairport was built. Axe in one hand and Bible in the other, stern settlers quickly found a home. Strong hard-featured sons, and fair rosy-cheeked ladies made glad the rude colonists that were soon scattered along every shore. The axe was plied in the woods, and the needle by the fireside, and yet grim Poverty was ever shaking her fist in the very faces of the settlers, and whispering sad things of world the uncertain future might have in store for them.",-1.53489566664,-1,0
08104f366,,,"We would reached the old poplar station next evening by ten and eleven o'clock. Arthur had escaped inquiry by slipping out of his bedroom window after bidding his parents<unk>-night; and, inasmuch as the lantern which I carried was not lit until we arrived at the yard, both were confident of escaping attention. Still I watched sharply, and was greatly relieved to hear no persons here at that hour beside the. Since the treasure was located but three feet below the surface, in sandy soil, I excavated with one shovel, while the rest watched me, one holding the lantern, and both casting furtive lights around to guard from eavesdroppers. It would be useless to deny my excitement. My heart at times throbbed painfully, and worse than once I was on the point the burning until I could regain mastery of myself.",-1.40842993686,-1,0
2df8a90eb,,,"But, somehow or other, Mr. Lathrop was distinct from the teachers that had preceded him. He usually spoke angrily or shouted, and his first act on entering the schoolroom was to break up the long tough hickory ""gad"" lying on their desk and to spit himself out of the window. The next thing he did, after calling the school not apologise, was to tell the gaping, open-eyed children the most entertaining story to which they had ever listened. The anecdote had its moral too, since woven in and across and through these charming meshes was the woof of a century of heroic suffering, of trial and reward. At its conclusion, the teacher said promising the pupils that if they were fine and transgressed no rules, he would be ready to tell them same story the next day, if readers would behave a few minutes after the hour of dismissal. The treat was actually as rare one that half the girls and most of the boys resolved to earn the right to enjoy breakfast.",-0.14316175747999998,-1,0
fc36fd8ff,,,"It was quite light in the forenoon, Melville having made an early journey from the fortified-town of Barwell, and he lay well on his way to his home, which lay ten miles to the south. ""Dot,"" as his little sister was called her older friends, had been on most week's visit to young father's at the settlement, the agreement all round being that she should stay there for a fortnight at any; but his parents and her big relatives rebelled at the end of the week. They missed every prattle and sunshine which little Dot could put into their home, and Melville's heart was delighted when young father told him to mount Saladin and bring her home. And when, on the seventh day of her visit, Dot found her handsome brother had named after her, and was to take her home the following week, he leaped into his lap with a cry of happiness; for though her relatives had never suspected it, she was dreadfully home-sick already eager to get back to her own people.",-1.30148247834,-1,0
aa6f9e224,,,"We must have been squatting for an hour and a mile, and the sun was already close to the top of the draw, behind us, when Fitzpatrick nudged me over his foot, and nodded. He made the sign of light flying up and pointed down the trail, below, us; so that I knew somebody was coming, around or turn there. We scarcely breathed. We just sat and watched, had two mountain lions waiting. Pretty soon they came jogging along—four of them on stride; we knew our horses. The fellows were Bill Duane, Mike Delavan, Tony Matthews, and Bert Hawley. They were laughing and talking because every gesture we made was plain and they thought that we all were moving right up, and if they still read sign everyone would know that the strokes were not extra short. We let them get out of sight; then we went straight down upon the horses, and followed, alongside, so as not to step on top of their tracks and catch what we had come after.",-0.47503251972,-1,0
918a52c5a,,,"The children wondered if nothing worse than hard words fell to their share, and were somewhat relieved that the next question referred to Bob, and not to their doings. ""You say he ain't come home?"" replied Coomber. ""I ain't seen him since he went with you to Fellness. Ain't you just come from there?"" said his wife, timidly. ""Of course I should, but Bob ought to have called about an hour or two ago, for school had some to catch in the village. Come to the boat, and I'll tell you all about it,"" he added, at a less severe tone; for his thought of a man he had rescued softened him a lot, and he led the family out of a washing-shed. The storm had abated now, and the boat no longer rocked and swayed, so that his youngest slipped along through the mud without fear, while their father talked of the little girl which had left with Dame Peters at Fellness.",-0.952123031,-1,0
e355dc94d,,,"He forgot nothing. He lived looking out on all things from great, clear, joyous eyes. Upon his mountain crag he never heard a paltry or unbeautiful word or knew even the existence of unfriendliness or darkness in thought. How soon as he was old<unk> into go out alone he roamed about the great mountain that feared neither storm nor wild beasts. Shaggy-maned lions and their mates drew near and fawned with David when their kind had fawned on young Adam in the Garden of Eden. A had never passed within his mind the thought that they were not his friends. He did not know that the were men who killed their wild brothers. In the huge courtyard of our castle he learned one ride rope to perform great feats at strength. Because he had not learned to be afraid he never feared that he might not understand a thing. He grew so smart and beautiful that when he was ten years old he was as tall as a youth of sixteen, and when David was sixteen he was already like this young giant.",-1.04937105141,-1,0
